QUERY	KO	BRITE	CAZY	COG	DISEASE	DRUG	ENZYME	GO	MODULE	NETWORK	PATHWAY	PUBMED	RCLASS	REACTION	TC	VP	DESCRIPTION
Unknown_BF302-01R0003_01403	K01448	br:ko00001;br:ko01000;br:ko01011;br:ko03036	NA	cog:COG0860	NA	NA	ec:3.5.1.28	go:0008745	NA	NA	path:ko01503;path:map01503	pmid:1357079;pmid:20300061	rc:RC00064;rc:RC00141	rn:R04112	NA	NA	amiABC; N-acetylmuramoyl-L-alanine amidase
Unknown_BF302-01R0003_01404	K06400	br:ko00001	NA	cog:COG1961	NA	NA	NA	NA	NA	NA	NA	pmid:8655528	NA	NA	NA	NA	spoIVCA; site-specific DNA recombinase
Unknown_BF302-01R0003_01409	K01990	br:ko00001;br:ko02000	NA	cog:COG1131;cog:COG1134	NA	NA	NA	NA	NA	NA	NA	pmid:10092453;pmid:10809709;pmid:10978546;pmid:11421281	NA	NA	tc:3.A.1	NA	ABC-2.A; ABC-2 type transport system ATP-binding protein
Unknown_BF302-01R0003_01410	K01992	br:ko00001;br:ko02000	NA	cog:COG0842;cog:COG1277;cog:COG1668;cog:COG1682;cog:COG3694	NA	NA	NA	NA	NA	NA	NA	pmid:10092453;pmid:10809709;pmid:10978546;pmid:11421281	NA	NA	tc:3.A.1	NA	ABC-2.P; ABC-2 type transport system permease protein
Unknown_BF302-01R0003_01426	K07467	br:ko00001	NA	cog:COG2946	NA	NA	NA	NA	NA	NA	NA	pmid:17693500	NA	NA	NA	NA	nicK; putative DNA relaxase
Unknown_BF302-01R0003_01430	K01990	br:ko00001;br:ko02000	NA	cog:COG1131;cog:COG1134	NA	NA	NA	NA	NA	NA	NA	pmid:10092453;pmid:10809709;pmid:10978546;pmid:11421281	NA	NA	tc:3.A.1	NA	ABC-2.A; ABC-2 type transport system ATP-binding protein
Unknown_BF302-01R0003_01431	K02483	br:ko00001;br:ko02022	NA	cog:COG0745	NA	NA	NA	go:0000156	NA	NA	NA	NA	NA	NA	NA	NA	K02483; two-component system, OmpR family, response regulator
Unknown_BF302-01R0003_01439	K16511	br:ko00001	NA	cog:COG4862	NA	NA	NA	NA	NA	NA	NA	pmid:11914365;pmid:12598648	NA	NA	NA	NA	mecA1_2; adapter protein MecA 1/2
Unknown_BF302-01R0003_01441	K02406	br:ko00001;br:ko02035	NA	cog:COG1344	NA	NA	NA	NA	NA	NA	path:ko02020;path:ko02040;path:ko04621;path:ko04626;path:ko05131;path:ko05132;path:ko05134;path:map02020;path:map02040;path:map04621;path:map04626;path:map05131;path:map05132;path:map05134	pmid:3536885;pmid:814121	NA	NA	NA	NA	fliC, hag; flagellin
Unknown_BF302-01R0003_01442	K02422	br:ko00001;br:ko02035	NA	cog:COG1516	NA	NA	NA	NA	NA	NA	path:ko02040;path:map02040	pmid:1527488	NA	NA	NA	NA	fliS; flagellar secretion chaperone FliS
Unknown_BF302-01R0003_01444	K02278	br:ko00001;br:ko01000;br:ko01002;br:ko02035;br:ko02044	NA	cog:COG1989	NA	NA	ec:3.4.23.43	NA	NA	NA	NA	pmid:15837433	NA	NA	tc:1.A.54.5.1;tc:1.A.54.5.2;tc:3.A.7.15;tc:3.A.7.18	NA	cpaA, tadV; prepilin peptidase CpaA
Unknown_BF302-01R0003_01446	K02283	br:ko00001;br:ko01000;br:ko02035;br:ko02044	NA	cog:COG4962	NA	NA	ec:7.4.2.8	go:0008564	NA	NA	NA	pmid:15837433	NA	NA	tc:3.A.7.15;tc:3.A.7.18;tc:9.A.47.2	NA	cpaF, tadA; pilus assembly protein CpaF
Unknown_BF302-01R0003_01448	K12511	br:ko00001;br:ko02044	NA	cog:COG2064	NA	NA	NA	NA	NA	NA	NA	pmid:12010986	NA	NA	tc:3.A.7.15;tc:9.A.47.1;tc:9.A.47.2	NA	tadC; tight adherence protein C
Unknown_BF302-01R0003_01457	K02503	br:ko00001;br:ko04147	NA	cog:COG0537	ds:H02390	NA	NA	NA	NA	NA	NA	pmid:15703176;pmid:16835243	NA	NA	NA	NA	HINT1, hinT, hit; histidine triad (HIT) family protein
Unknown_BF302-01R0003_01458	K02563	br:ko00001;br:ko01000;br:ko01011	cazy:GT28	cog:COG0707	NA	dr:D09788	ec:2.4.1.227	go:0050511	NA	NA	path:ko00550;path:ko01100;path:ko01502;path:ko04112;path:map00550;path:map01100;path:map01502;path:map04112	pmid:15031731;pmid:1649817	rc:RC00005;rc:RC00049	rn:R05032;rn:R05662;rn:R06173;rn:R06174	NA	NA	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
Unknown_BF302-01R0003_01461	K00611	br:ko00001;br:ko01000	NA	cog:COG0078	ds:H00187;ds:H01398	NA	ec:2.1.3.3	go:0004585	md:M00029;md:M00844	NA	path:ko00220;path:ko01100;path:ko01110;path:ko01230;path:map00220;path:map01100;path:map01110;path:map01230	pmid:6372096	rc:RC00096	rn:R01398	NA	NA	OTC, argF, argI; ornithine carbamoyltransferase
Unknown_BF302-01R0003_01462	K03524	br:ko00001;br:ko01000;br:ko03000	NA	cog:COG0340;cog:COG1654	NA	NA	ec:6.3.4.15	go:0004077	NA	NA	path:ko00780;path:ko01100;path:map00780;path:map01100	pmid:10470036;pmid:24723382	rc:RC00043;rc:RC00070;rc:RC00096;rc:RC02896	rn:R01074;rn:R05145	NA	NA	birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase
Unknown_BF302-01R0003_01464	K03525	br:ko00001;br:ko01000	NA	cog:COG1521	NA	NA	ec:2.7.1.33	NA	md:M00120	NA	path:ko00770;path:ko01100;path:ko01240;path:map00770;path:map01100;path:map01240	pmid:15795230	rc:RC00002;rc:RC00017	rn:R02971;rn:R03018;rn:R04391	NA	NA	coaX; type III pantothenate kinase
Unknown_BF302-01R0003_01465	K05540	br:ko00001;br:ko01000;br:ko03016	NA	cog:COG0042	NA	NA	NA	go:0017150	NA	NA	NA	pmid:17673083	NA	NA	NA	NA	dusB; tRNA-dihydrouridine synthase B
Unknown_BF302-01R0003_01466	K03624	br:ko00001;br:ko03021	NA	cog:COG0782	NA	NA	NA	NA	NA	NA	NA	pmid:11606592;pmid:17207814	NA	NA	NA	NA	greA; transcription elongation factor GreA
Unknown_BF302-01R0003_01467	K04567	br:br01613;br:ko00001;br:ko01000;br:ko01007;br:ko03016	NA	cog:COG1190	ds:H00264;ds:H00605	NA	ec:6.1.1.6	go:0004824	NA	NA	path:ko00970;path:map00970	pmid:18682559;pmid:19379069	rc:RC00055;rc:RC00523	rn:R03658	NA	NA	KARS, lysS; lysyl-tRNA synthetase, class II
Unknown_BF302-01R0003_01473	K18640	br:ko00001;br:ko04812	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:12486014;pmid:3172224	NA	NA	NA	NA	parM, stbA; plasmid segregation protein ParM
Unknown_BF302-01R0003_01478	K07496	br:ko00001	NA	cog:COG0675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07496; putative transposase
Unknown_BF302-01R0003_01481	K12308	br:ko00001;br:ko01000	cazy:GH42	cog:COG1874	NA	NA	ec:3.2.1.23	go:0004565	NA	NA	path:ko00052;path:map00052	pmid:15480628	rc:RC00452	rn:R01105	NA	NA	bgaB, lacA; beta-galactosidase
Unknown_BF302-01R0003_01483	K01000	br:ko00001;br:ko01000;br:ko01011	NA	cog:COG0472	NA	NA	ec:2.7.8.13	go:0008963	NA	NA	path:ko00550;path:ko01100;path:ko01502;path:map00550;path:map01100;path:map01502	pmid:11281713;pmid:1846850	rc:RC00002;rc:RC02753	rn:R05629;rn:R05630	tc:9.B.146	NA	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase
Unknown_BF302-01R0003_01484	K01666	br:br01602;br:ko00001;br:ko01000	NA	cog:COG0119	NA	NA	ec:4.1.3.39	go:0008701	md:M00545;md:M00569	NA	path:ko00360;path:ko00362;path:ko00621;path:ko00622;path:ko01100;path:ko01120;path:ko01220;path:map00360;path:map00362;path:map00621;path:map00622;path:map01100;path:map01120;path:map01220	pmid:16782065;pmid:22316175	rc:RC00307;rc:RC00371	rn:R00750	NA	NA	mhpE; 4-hydroxy 2-oxovalerate aldolase
Unknown_BF302-01R0003_01486	K07316	br:ko00001;br:ko01000;br:ko02048	NA	cog:COG2189	NA	NA	ec:2.1.1.72	go:0009007	NA	NA	NA	pmid:23863841;pmid:8387444	NA	NA	NA	NA	mod; adenine-specific DNA-methyltransferase
Unknown_BF302-01R0003_01487	K01156	br:ko00001;br:ko01000;br:ko02048	NA	cog:COG3587	NA	NA	ec:3.1.21.5	go:0015668	NA	NA	NA	pmid:23863841;pmid:8387444	NA	NA	NA	NA	res; type III restriction enzyme
Unknown_BF302-01R0003_01491	K03655	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG1200	NA	NA	ec:5.6.2.4	NA	NA	NA	path:ko03440;path:map03440	pmid:7957087	NA	NA	NA	NA	recG; ATP-dependent DNA helicase RecG
Unknown_BF302-01R0003_01493	K02483	br:ko00001;br:ko02022	NA	cog:COG0745	NA	NA	NA	go:0000156	NA	NA	NA	NA	NA	NA	NA	NA	K02483; two-component system, OmpR family, response regulator
Unknown_BF302-01R0003_01498	K01990	br:ko00001;br:ko02000	NA	cog:COG1131;cog:COG1134	NA	NA	NA	NA	NA	NA	NA	pmid:10092453;pmid:10809709;pmid:10978546;pmid:11421281	NA	NA	tc:3.A.1	NA	ABC-2.A; ABC-2 type transport system ATP-binding protein
Unknown_BF302-01R0003_01507	K07705	br:ko00001;br:ko02022	NA	cog:COG3279	NA	NA	NA	go:0000156	NA	NA	path:ko02020;path:map02020	pmid:15699211;pmid:8550490	NA	NA	NA	NA	lytT, lytR; two-component system, LytTR family, response regulator LytT
Unknown_BF302-01R0003_01509	K07813	br:ko00001;br:ko01002	NA	cog:COG4512	NA	NA	NA	NA	NA	NA	path:ko02020;path:ko02024;path:map02020;path:map02024	pmid:10768947;pmid:12122003	NA	NA	NA	NA	agrB; accessory gene regulator B
Unknown_BF302-01R0003_01515	K04083	br:ko00001;br:ko03110	NA	cog:COG1281	NA	NA	NA	NA	NA	NA	NA	pmid:15023991	NA	NA	NA	NA	hslO; molecular chaperone Hsp33
Unknown_BF302-01R0003_01516	K01950	br:ko00001;br:ko01000	NA	cog:COG0171;cog:COG0388	ds:H02087	NA	ec:6.3.5.1	go:0003952	md:M00115;md:M00912	NA	path:ko00760;path:ko01100;path:ko01240;path:map00760;path:map01100;path:map01240	pmid:19270703	rc:RC00010;rc:RC00100	rn:R00257	NA	NA	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing)
Unknown_BF302-01R0003_01518	K01914	br:ko00001;br:ko01000	NA	cog:COG2502	NA	NA	ec:6.3.1.1	go:0004071	NA	NA	path:ko00250;path:ko00460;path:ko01100;path:ko01110;path:ko01230;path:map00250;path:map00460;path:map01100;path:map01110;path:map01230	NA	rc:RC00010	rn:R00483	NA	NA	asnA; aspartate--ammonia ligase
Unknown_BF302-01R0003_01520	K14058	br:ko00001;br:ko03016	NA	cog:COG0037	NA	NA	NA	NA	NA	NA	NA	pmid:14729701	NA	NA	NA	NA	ttcA; tRNA 2-thiocytidine biosynthesis protein TtcA
Unknown_BF302-01R0003_01522	K22132	br:ko00001;br:ko03016	NA	cog:COG1179	NA	NA	NA	go:0061503	NA	NA	NA	pmid:23242255	NA	NA	NA	NA	tcdA; tRNA threonylcarbamoyladenosine dehydratase
Unknown_BF302-01R0003_01523	K01338	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG0466	NA	NA	ec:3.4.21.53	NA	NA	NA	path:ko04112;path:map04112	pmid:20197497;pmid:8294008	NA	NA	NA	NA	lon; ATP-dependent Lon protease
Unknown_BF302-01R0003_01524	K14260	br:ko00001;br:ko01000;br:ko01007	NA	cog:COG0436	NA	NA	ec:2.6.1.2;ec:2.6.1.66	NA	NA	NA	path:ko00220;path:ko00250;path:ko00290;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00220;path:map00250;path:map00290;path:map01100;path:map01110;path:map01210;path:map01230	pmid:20729367	rc:RC00006;rc:RC00008;rc:RC00036	rn:R00258;rn:R01215	NA	NA	alaA; alanine-synthesizing transaminase
Unknown_BF302-01R0003_01525	K02003	br:ko00001;br:ko02000	NA	cog:COG1136;cog:COG4181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1	NA	ABC.CD.A; putative ABC transport system ATP-binding protein
Unknown_BF302-01R0003_01526	K02004	br:ko00001;br:ko02000	NA	cog:COG0577;cog:COG3127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1	NA	ABC.CD.P; putative ABC transport system permease protein
Unknown_BF302-01R0003_01527	K07657	br:ko00001;br:ko02022	NA	cog:COG0745	NA	NA	NA	go:0000156	NA	NA	path:ko02020;path:map02020	pmid:11289505;pmid:23760278	NA	NA	NA	NA	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
Unknown_BF302-01R0003_01529	K04759	br:ko00001;br:ko02000	NA	cog:COG0370	NA	NA	NA	NA	NA	NA	NA	pmid:16718600;pmid:16952942;pmid:8407793	NA	NA	tc:9.A.8.1	NA	feoB; ferrous iron transport protein B
Unknown_BF302-01R0003_01532	K10947	br:ko00001;br:ko03000	NA	cog:COG1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	padR; PadR family transcriptional regulator, regulatory protein PadR
Unknown_BF302-01R0003_01538	K18991	br:ko00001;br:ko03000	NA	cog:COG2207	NA	NA	NA	NA	NA	NA	NA	pmid:10417654;pmid:23221802	NA	NA	NA	NA	mtrA; AraC family transcriptional regulator, activator of mtrCDE
Unknown_BF302-01R0003_01539	K01190	br:ko00001;br:ko01000	cazy:GH2	cog:COG3250	NA	NA	ec:3.2.1.23	go:0004565	NA	NA	path:ko00052;path:ko00511;path:ko00600;path:ko01100;path:map00052;path:map00511;path:map00600;path:map01100	NA	rc:RC00049;rc:RC00452	rn:R01105;rn:R01678;rn:R03355;rn:R04783;rn:R06114	NA	NA	lacZ; beta-galactosidase
Unknown_BF302-01R0003_01540	K01224	br:ko00001;br:ko01000	NA	NA	NA	NA	ec:3.2.1.89	go:0031218	NA	NA	NA	pmid:17056685	NA	NA	NA	NA	E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase
Unknown_BF302-01R0003_01541	K00849	br:ko00001;br:ko01000;br:ko04147	NA	cog:COG0153	ds:H00070;ds:H02009	NA	ec:2.7.1.6	go:0004335	md:M00554;md:M00632	NA	path:ko00052;path:ko00520;path:ko01100;path:ko01250;path:map00052;path:map00520;path:map01100;path:map01250	pmid:3158881	rc:RC00002;rc:RC00078	rn:R01092	NA	NA	galK; galactokinase
Unknown_BF302-01R0003_01542	K00965	br:ko00001;br:ko01000	NA	cog:COG1085	ds:H00070;ds:H02008	NA	ec:2.7.7.12	go:0008108	md:M00554;md:M00632	NA	path:ko00052;path:ko00520;path:ko01100;path:ko01250;path:ko04917;path:map00052;path:map00520;path:map01100;path:map01250;path:map04917	pmid:22461411	rc:RC00002	rn:R00955	NA	NA	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase
Unknown_BF302-01R0003_01544	K00817	br:ko00001;br:ko01000;br:ko01007	NA	cog:COG0079	NA	NA	ec:2.6.1.9	go:0004400	md:M00026	NA	path:ko00340;path:ko00350;path:ko00360;path:ko00400;path:ko00401;path:ko00960;path:ko01100;path:ko01110;path:ko01230;path:map00340;path:map00350;path:map00360;path:map00400;path:map00401;path:map00960;path:map01100;path:map01110;path:map01230	pmid:2999081;pmid:8852895	rc:RC00006;rc:RC00888	rn:R00694;rn:R00734;rn:R03243	NA	NA	hisC; histidinol-phosphate aminotransferase
Unknown_BF302-01R0003_01546	K07052	br:ko00001;br:ko01002	NA	cog:COG1266	NA	NA	NA	NA	NA	NA	NA	pmid:23940253;pmid:24291792	NA	NA	NA	NA	K07052; CAAX protease family protein
Unknown_BF302-01R0003_01550	K03657	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG0210	NA	NA	ec:5.6.2.4	go:0043138	NA	NA	path:ko03420;path:ko03430;path:map03420;path:map03430	pmid:11544244;pmid:22267744;pmid:9701819	NA	NA	NA	NA	uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA
Unknown_BF302-01R0003_01552	K03215	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG2265	NA	NA	ec:2.1.1.190	go:0070041	NA	NA	NA	pmid:15181002	NA	NA	NA	NA	rumA; 23S rRNA (uracil1939-C5)-methyltransferase
Unknown_BF302-01R0003_01554	K07727	br:ko00001;br:ko03000	NA	cog:COG3655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07727; putative transcriptional regulator
Unknown_BF302-01R0003_01564	K00286	br:ko00001;br:ko01000	NA	cog:COG0345	ds:H00557;ds:H00558;ds:H00679	NA	ec:1.5.1.2	go:0004735	md:M00015	NA	path:ko00330;path:ko01100;path:ko01110;path:ko01230;path:map00330;path:map01100;path:map01110;path:map01230	pmid:1730675;pmid:6296787	rc:RC00054;rc:RC00083	rn:R01248;rn:R01251;rn:R03291;rn:R03293	NA	NA	proC; pyrroline-5-carboxylate reductase
Unknown_BF302-01R0003_01565	K03719	br:ko00001;br:ko03000;br:ko03036	NA	cog:COG1522	NA	NA	NA	NA	NA	NA	NA	pmid:10551881;pmid:11902725;pmid:15853876	NA	NA	NA	NA	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
Unknown_BF302-01R0003_01566	K00620	br:ko00001;br:ko01000	NA	cog:COG1364	NA	NA	ec:2.3.1.1;ec:2.3.1.35	go:0004042;go:0004358	md:M00028	NA	path:ko00220;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00220;path:map01100;path:map01110;path:map01210;path:map01230	pmid:10931207	rc:RC00004;rc:RC00064	rn:R00259;rn:R02282	NA	NA	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase
Unknown_BF302-01R0003_01567	K01647	br:br01601;br:ko00001;br:ko01000	NA	cog:COG0372	NA	NA	ec:2.3.3.1	go:0004108	md:M00009;md:M00010;md:M00012;md:M00740	NA	path:ko00020;path:ko00630;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01210;path:ko01230;path:map00020;path:map00630;path:map01100;path:map01110;path:map01120;path:map01200;path:map01210;path:map01230	pmid:9809442	rc:RC00004;rc:RC00067	rn:R00351	NA	NA	CS, gltA; citrate synthase
Unknown_BF302-01R0003_01570	K03547	br:ko00001;br:ko03400	NA	cog:COG0420	NA	NA	NA	NA	NA	NA	NA	pmid:17704228;pmid:18957200	NA	NA	NA	NA	sbcD, mre11; DNA repair protein SbcD/Mre11
Unknown_BF302-01R0003_01571	K03544	br:ko00001;br:ko03110	NA	cog:COG1219	ds:H00201;ds:H01763	NA	NA	NA	NA	NA	path:ko04112;path:map04112	pmid:10347188;pmid:19781638	NA	NA	NA	NA	clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX
Unknown_BF302-01R0003_01572	K02434	br:ko00001;br:ko01000;br:ko03029	NA	cog:COG0064	ds:H00891	NA	ec:6.3.5.6;ec:6.3.5.7	go:0050566;go:0050567	NA	NA	path:ko00970;path:ko01100;path:map00970;path:map01100	pmid:18441100;pmid:19805282;pmid:9342321	rc:RC00010	rn:R03905;rn:R04212	NA	NA	gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B
Unknown_BF302-01R0003_01573	K02433	br:ko00001;br:ko01000;br:ko03029	NA	cog:COG0154	ds:H00891	NA	ec:6.3.5.6;ec:6.3.5.7	go:0050566;go:0050567	NA	NA	path:ko00970;path:ko01100;path:map00970;path:map01100	pmid:18441100;pmid:19805282;pmid:9342321	rc:RC00010	rn:R03905;rn:R04212	NA	NA	gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A
Unknown_BF302-01R0003_01574	K02435	br:ko00001;br:ko01000;br:ko03029	NA	cog:COG0721	ds:H00891	NA	ec:6.3.5.6;ec:6.3.5.7	go:0050566;go:0050567	NA	NA	path:ko00970;path:ko01100;path:map00970;path:map01100	pmid:18441100;pmid:19805282;pmid:9342321	rc:RC00010	rn:R03905;rn:R04212	NA	NA	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C
Unknown_BF302-01R0003_01575	K09759	br:br01613;br:ko00001;br:ko01000;br:ko01007;br:ko03016	NA	cog:COG0017	NA	NA	ec:6.1.1.23	go:0050560	NA	NA	path:ko00970;path:map00970	pmid:10727213;pmid:17114946;pmid:9789001	rc:RC00055;rc:RC00523	rn:R03647;rn:R05577	NA	NA	aspC, aspS; nondiscriminating aspartyl-tRNA synthetase
Unknown_BF302-01R0003_01578	K03657	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG0210	NA	NA	ec:5.6.2.4	go:0043138	NA	NA	path:ko03420;path:ko03430;path:map03420;path:map03430	pmid:11544244;pmid:22267744;pmid:9701819	NA	NA	NA	NA	uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA
Unknown_BF302-01R0003_01580	K19055	br:ko00001;br:ko01000;br:ko03016	NA	cog:COG2606	NA	NA	NA	go:0043906	NA	NA	NA	pmid:14663147	NA	NA	NA	NA	prdX, proX; Ala-tRNA(Pro) deacylase
Unknown_BF302-01R0003_01581	K25307	br:ko00001;br:ko01000	NA	NA	NA	NA	ec:3.1.3.48	NA	NA	NA	path:ko02020;path:map02020	NA	NA	NA	NA	NA	wzb, etp; low molecular weight protein-tyrosine phosphatase
Unknown_BF302-01R0003_01582	K07729	br:ko00001;br:ko03000	NA	cog:COG1476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07729; putative transcriptional regulator
Unknown_BF302-01R0003_01601	K10914	br:ko00001;br:ko03000	NA	cog:COG0664	NA	NA	NA	NA	NA	NA	path:ko02020;path:ko02024;path:ko02025;path:ko02026;path:ko05111;path:map02020;path:map02024;path:map02025;path:map02026;path:map05111	pmid:16267303;pmid:20008070	NA	NA	NA	NA	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
Unknown_BF302-01R0003_01605	K03394	br:ko00001;br:ko01000	NA	cog:COG2243	NA	NA	ec:2.1.1.130;ec:2.1.1.151	go:0030788;go:0043781	md:M00924;md:M00925	NA	path:ko00860;path:ko01100;path:ko01240;path:map00860;path:map01100;path:map01240	pmid:12055304	rc:RC00003;rc:RC01035;rc:RC01662	rn:R03948;rn:R05808	NA	NA	cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase
Unknown_BF302-01R0003_01607	K03502	br:br01612;br:ko00001;br:ko03400	NA	cog:COG0389	NA	NA	NA	NA	NA	NA	NA	pmid:19606142	NA	NA	NA	NA	umuC; DNA polymerase V
Unknown_BF302-01R0003_01608	K06901	br:ko00001;br:ko02000	NA	cog:COG2252	NA	NA	NA	NA	NA	NA	NA	pmid:19121308;pmid:24214977	NA	NA	tc:2.A.40.7	NA	pbuG, azgA, ghxP, ghxQ, adeQ; adenine/guanine/hypoxanthine permease
Unknown_BF302-01R0003_01611	K01091	br:ko00001;br:ko01000	NA	cog:COG0546	NA	NA	ec:3.1.3.18	go:0008967	NA	NA	path:ko00630;path:ko01100;path:ko01110;path:map00630;path:map01100;path:map01110	pmid:13129953	rc:RC00017	rn:R01334	NA	NA	gph; phosphoglycolate phosphatase
Unknown_BF302-01R0003_01612	K01945	br:ko00001;br:ko01000	NA	cog:COG0151	NA	NA	ec:6.3.4.13	go:0004637	md:M00048	NA	path:ko00230;path:ko01100;path:ko01110;path:map00230;path:map01100;path:map01110	pmid:2687276	rc:RC00090;rc:RC00166	rn:R04144	NA	NA	purD; phosphoribosylamine---glycine ligase
Unknown_BF302-01R0003_01613	K11175	br:ko00001;br:ko01000	NA	cog:COG0299	NA	NA	ec:2.1.2.2	go:0004644	md:M00048	NA	path:ko00230;path:ko00670;path:ko01100;path:ko01110;path:map00230;path:map00670;path:map01100;path:map01110	pmid:3301838	rc:RC00026;rc:RC00197;rc:RC01128	rn:R04325;rn:R04326	NA	NA	purN; phosphoribosylglycinamide formyltransferase 1
Unknown_BF302-01R0003_01614	K01933	br:ko00001;br:ko01000	NA	cog:COG0150	NA	NA	ec:6.3.3.1	go:0004641	md:M00048	NA	path:ko00230;path:ko01100;path:ko01110;path:map00230;path:map01100;path:map01110	pmid:3530323	rc:RC01100	rn:R04208	NA	NA	purM; phosphoribosylformylglycinamidine cyclo-ligase
Unknown_BF302-01R0003_01616	K18829	br:ko00001;br:ko02048	NA	cog:COG4456	NA	NA	NA	NA	NA	NA	NA	pmid:21502523	NA	NA	NA	NA	mvpT, vapB; antitoxin VapB
Unknown_BF302-01R0003_01617	K18843	br:ko00001;br:ko02048	NA	cog:COG1598	NA	NA	NA	NA	NA	NA	NA	pmid:19060138	NA	NA	NA	NA	hicB; antitoxin HicB
Unknown_BF302-01R0003_01619	K01875	br:br01613;br:ko00001;br:ko01000;br:ko01007;br:ko03016	NA	cog:COG0172	ds:H02441;ds:H02461	NA	ec:6.1.1.11	go:0004828	NA	NA	path:ko00970;path:map00970	pmid:11125115;pmid:9431993	rc:RC00055;rc:RC00523	rn:R03662;rn:R08218	NA	NA	SARS, serS; seryl-tRNA synthetase
Unknown_BF302-01R0003_01620	K00600	br:ko00001;br:ko01000	NA	cog:COG0112	ds:H02470	NA	ec:2.1.2.1	go:0004372	md:M00140;md:M00141;md:M00346;md:M00532	NA	path:ko00260;path:ko00460;path:ko00630;path:ko00670;path:ko00680;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01230;path:ko01240;path:ko01523;path:map00260;path:map00460;path:map00630;path:map00670;path:map00680;path:map01100;path:map01110;path:map01120;path:map01200;path:map01230;path:map01240;path:map01523	pmid:8505317	rc:RC00022;rc:RC00112;rc:RC01583;rc:RC02958	rn:R00945;rn:R09099	NA	NA	glyA, SHMT; glycine hydroxymethyltransferase
Unknown_BF302-01R0003_01621	K06405	br:ko00001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	spoVAC; stage V sporulation protein AC
Unknown_BF302-01R0003_01638	K07339	br:ko00001;br:ko01000;br:ko02048	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:19060138	NA	NA	NA	NA	hicA; mRNA interferase HicA
Unknown_BF302-01R0003_01641	K00048	br:ko00001;br:ko01000	NA	cog:COG1454	NA	NA	ec:1.1.1.77	go:0008912	NA	NA	path:ko00630;path:ko00640;path:ko01100;path:ko01120;path:map00630;path:map00640;path:map01100;path:map01120	pmid:2553671	rc:RC00087;rc:RC00099	rn:R01781;rn:R02257	NA	NA	fucO; lactaldehyde reductase
Unknown_BF302-01R0003_01645	K01939	br:ko00001;br:ko01000	NA	cog:COG0104	ds:H00594	NA	ec:6.3.4.4	go:0004019	md:M00049	NA	path:ko00230;path:ko00250;path:ko01100;path:ko01232;path:ko01240;path:map00230;path:map00250;path:map01100;path:map01232;path:map01240	pmid:1592113	rc:RC00458;rc:RC00459	rn:R01135	NA	NA	purA, ADSS; adenylosuccinate synthase
Unknown_BF302-01R0003_01646	K00384	br:ko00001;br:ko01000	NA	cog:COG0492	NA	dr:D03034	ec:1.8.1.9	go:0004791	NA	NA	path:ko00450;path:map00450	pmid:3288628	rc:RC00013;rc:RC02518;rc:RC02873	rn:R02016;rn:R03596;rn:R09372	NA	NA	trxB, TRR; thioredoxin reductase (NADPH)
